indicator_id,database,total_count,missing_count,missing_percentage,indicator_label
ICTSKILLDUPLIC.AG75OROVER.GPIA,sdg,62,0,0.0,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, 75 years old or over, adjusted gender parity index (GPIA)"
OAEPG.H.1.WPIA,sdg,539,0,0.0,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, adjusted wealth parity index (household survey data) (WPIA)"
ICTSKILLPROGLANG.AG15T24,sdg,250,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, 15-24 years old, both sexes (%)"
ICTSKILLPROGLANG.F,sdg,280,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)"
CR.2.URB.F,sdg,1092,0,0.0,"Completion rate, lower secondary education, urban, female (%)"
CR.1.RUR.Q1,sdg,612,0,0.0,"Completion rate, primary education, rural, poorest quintile, both sexes (%)"
ICTSKILLCONNEC.M,sdg,173,0,0.0,"Proportion of youth and adults who have connected and installed new devices, male (%)"
EA.7T8.AG25T99,sdg,1326,0,0.0,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, both sexes (%)"
ROFST.1T3.F.CP,sdg,2292,0,0.0,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)"
NER.0.F.CP,sdg,1985,0,0.0,"Net enrolment rate, early childhood education, female (%)"
EA.7T8.AG25T99.F,sdg,1324,0,0.0,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, female (%)"
EA.3T8.AG25T99.LPIA,sdg,1316,0,0.0,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.F,sdg,1849,0,0.0,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female (%)"
CR.3.F.LPIA,sdg,313,0,0.0,"Completion rate, upper secondary education, female, adjusted location parity index (LPIA)"
POSTIMUENV.RUR,sdg,83,0,0.0,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, rural (%)"
EA.7T8.AG25T99.URB.GPIA,sdg,728,0,0.0,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
ROFST.H.3.LPIA,sdg,938,0,0.0,"Out-of-school rate for youth of upper secondary school age, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.RUR.F,sdg,565,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, female (household survey data) (%)"
CR.1.GPIA,sdg,3212,0,0.0,"Completion rate, primary education, adjusted gender parity index (GPIA)"
ROFST.H.1.Q5.F.LPIA,sdg,274,0,0.0,"Out-of-school rate for children of primary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
AIR.1.GLAST.M,sdg,3031,0,0.0,"Gross intake ratio to the last grade of primary education, male (%)"
EA.3T8.AG25T99.F.LPIA,sdg,1186,0,0.0,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
CR.1.M,sdg,3213,0,0.0,"Completion rate, primary education, male (%)"
GAR.5T8.URB.M,sdg,706,0,0.0,"Gross attendance ratio for tertiary education, urban, male (%)"
CR.1.Q4.F,sdg,637,0,0.0,"Completion rate, primary education, fourth quintile, female (%)"
EA.S1T8.AG25T99.URB.GPIA,sdg,1083,0,0.0,"Educational attainment: at least some primary (ISCED 1), population 25+ years, urban, adjusted gender parity index (GPIA)"
CR.1,sdg,3213,0,0.0,"Completion rate, primary education, both sexes (%)"
ROFST.H.3.RUR.Q4,sdg,593,0,0.0,"Out-of-school rate for youth of upper secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
PRYA.12MO.AG55T64.M,sdg,724,0,0.0,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 55-64 years old, male (%)"
EA.2T8.AG25T99.M.LPIA,sdg,1176,0,0.0,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
ROFST.1.F.CP,sdg,2279,0,0.0,"Out-of-school rate for children of primary school age, female (%)"
EA.4T8.AG25T99.M.LPIA,sdg,1108,0,0.0,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.4T8.AG25T99,sdg,1692,0,0.0,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, both sexes (%)"
PTRHC.1.TRAINED,sdg,1826,0,0.0,Pupil-trained teacher ratio in primary education (headcount basis)
ROFST.H.3.RUR.Q2,sdg,593,0,0.0,"Out-of-school rate for youth of upper secondary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q4.GPIA,sdg,278,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.3.URB.Q5.GPIA,sdg,277,0,0.0,"Out-of-school rate for youth of upper secondary school age, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.LPIA,sdg,380,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.3.RUR.WPIA,sdg,515,0,0.0,"Out-of-school rate for youth of upper secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.Q2.GPIA,sdg,281,0,0.0,"Out-of-school rate for children of primary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.URB.Q1.M,sdg,387,0,0.0,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, poorest quintile, male (household survey data) (%)"
EA.5T8.AG25T99.RUR.F,sdg,1076,0,0.0,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, female (%)"
CR.1.Q4.M.LPIA,sdg,281,0,0.0,"Completion rate, primary education, fourth quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.URB.Q1,sdg,546,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, both sexes (%)"
ROFST.H.2.Q4.F,sdg,358,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.1.M.LPIA,sdg,294,0,0.0,"Out-of-school rate for children of primary school age, male, adjusted location parity index (household survey data) (LPIA)"
EA.7T8.AG25T99.M.LPIA,sdg,690,0,0.0,"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
XUNIT.GDPCAP.2T3.FSGOV.FFNTR,sdg,1646,0,0.0,Initial government funding per secondary student as a percentage of GDP per capita
ROFST.H.3.Q1.F,sdg,377,0,0.0,"Out-of-school rate for youth of upper secondary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q1.M,sdg,349,0,0.0,"Out-of-school rate for children of primary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.1.M.WPIA,sdg,280,0,0.0,"Out-of-school rate for children of primary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
CR.2.Q1.LPIA,sdg,271,0,0.0,"Completion rate, lower secondary education, poorest quintile, adjusted location parity index (LPIA)"
ICTSKILLCREAT.GPIA,sdg,296,0,0.0,"Proportion of youth and adults who have created electronic presentations with presentation software, adjusted gender parity index (GPIA)"
CR.1.RUR.Q3.F,sdg,602,0,0.0,"Completion rate, primary education, rural, middle quintile, female (%)"
ICTSKILLPROGLANG.AG15T24.GPIA,sdg,239,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, 15-24 years old, adjusted gender parity index (GPIA)"
NER.02.M.CP,sdg,2610,0,0.0,"Net enrolment rate, pre-primary, male (%)"
CR.3.M,sdg,2386,0,0.0,"Completion rate, upper secondary education, male (%)"
EA.6T8.AG25T99.M.LPIA,sdg,885,0,0.0,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
GAR.5T8.URB,sdg,706,0,0.0,"Gross attendance ratio for tertiary education, urban, both sexes (%)"
EA.3T8.AG25T99.URB.GPIA,sdg,1325,0,0.0,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
ROFST.H.2.URB.Q3.F,sdg,350,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, female (household survey data) (%)"
ICTSKILLPROGLANG.AG15T24.M,sdg,243,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, 15-24 years old, male (%)"
ROFST.H.2.LPIA,sdg,614,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, adjusted location parity index (household survey data) (LPIA)"
CR.1.RUR.Q3,sdg,613,0,0.0,"Completion rate, primary education, rural, middle quintile, both sexes (%)"
ROFST.H.1.F,sdg,648,0,0.0,"Out-of-school rate for children of primary school age, female (household survey data) (%)"
CR.3.URB.Q5.GPIA,sdg,273,0,0.0,"Completion rate, upper secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.URB.GPIA,sdg,1312,0,0.0,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
ROFST.H.1.Q1,sdg,610,0,0.0,"Out-of-school rate for children of primary school age, poorest quintile, both sexes (household survey data) (%)"
OAEPG.H.1.URB.Q5.M,sdg,559,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, richest quintile, male (household survey data) (%)"
ICTSKILLPROGLANG.AG25T74,sdg,252,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, 25-74 years old, both sexes (%)"
OAEPG.H.1.Q1.F,sdg,547,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, female (household survey data) (%)"
XUNIT.PPPCONST.1.FSHH.FFNTR,sdg,771,0,0.0,"Initial household funding per primary student, constant PPP$"
EA.S1T8.AG25T99.M,sdg,1664,0,0.0,"Educational attainment: at least some primary (ISCED 1), population 25+ years, male (%)"
CR.2.Q5,sdg,691,0,0.0,"Completion rate, lower secondary education, richest quintile, both sexes (%)"
ROFST.H.3.Q3.M,sdg,376,0,0.0,"Out-of-school rate for youth of upper secondary school age, middle quintile, male (household survey data) (%)"
OAEPG.H.1.F,sdg,587,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (household survey data) (%)"
LR.AG25T64.URB.M,sdg,637,0,0.0,"Literacy rate, population 25-64 years, urban, male (%)"
CR.2.Q5.M.LPIA,sdg,272,0,0.0,"Completion rate, lower secondary education, richest quintile, male, adjusted location parity index (LPIA)"
CR.2.URB.Q5,sdg,641,0,0.0,"Completion rate, lower secondary education, urban, richest quintile, both sexes (%)"
NARA.AGM1.URB.Q1.F,sdg,278,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, female (%)"
ROFST.H.1.URB.Q2.M,sdg,352,0,0.0,"Out-of-school rate for children of primary school age, urban, second quintile, male (household survey data) (%)"
CR.3.Q5.M.LPIA,sdg,260,0,0.0,"Completion rate, upper secondary education, richest quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.URB.Q3,sdg,566,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, both sexes (%)"
CR.2.Q1.F,sdg,645,0,0.0,"Completion rate, lower secondary education, poorest quintile, female (%)"
ROFST.H.3.URB.Q1.GPIA,sdg,268,0,0.0,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.3.CP,sdg,2554,0,0.0,"Out-of-school rate for youth of upper secondary school age, both sexes (%)"
ICTSKILLCREAT.RUR.GPIA,sdg,139,0,0.0,"Proportion of youth and adults who have created electronic presentations with presentation software, rural, adjusted gender parity index (GPIA)"
EA.6T8.AG25T99.URB.M,sdg,881,0,0.0,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, urban, male (%)"
CR.2.Q5.M,sdg,637,0,0.0,"Completion rate, lower secondary education, richest quintile, male (%)"
ROFST.H.1.Q5,sdg,609,0,0.0,"Out-of-school rate for children of primary school age, richest quintile, both sexes (household survey data) (%)"
NARA.AGM1.Q1.F.LPIA,sdg,262,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female, adjusted location parity index (LPIA)"
CR.1.Q3.F.LPIA,sdg,281,0,0.0,"Completion rate, primary education, middle quintile, female, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.F.LPIA,sdg,1100,0,0.0,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
ROFST.H.3.RUR.Q5.M,sdg,316,0,0.0,"Out-of-school rate for youth of upper secondary school age, rural, richest quintile, male (household survey data) (%)"
EA.5T8.AG25T99.RUR.M,sdg,1090,0,0.0,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, male (%)"
CR.1.LPIA,sdg,729,0,0.0,"Completion rate, primary education, adjusted location parity index (LPIA)"
CR.1.URB.F,sdg,704,0,0.0,"Completion rate, primary education, urban, female (%)"
PER.BULLIED.2,sdg,343,0,0.0,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, both sexes (%)"
CR.2.Q4.LPIA,sdg,279,0,0.0,"Completion rate, lower secondary education, fourth quintile, adjusted location parity index (LPIA)"
CR.1.RUR.Q4,sdg,608,0,0.0,"Completion rate, primary education, rural, fourth quintile, both sexes (%)"
CR.2.Q5.F.LPIA,sdg,270,0,0.0,"Completion rate, lower secondary education, richest quintile, female, adjusted location parity index (LPIA)"
LR.AG15T99.RUR,sdg,486,0,0.0,"Adult literacy rate, population 15+ years, rural, both sexes (%)"
ROFST.H.1.RUR.Q2.F,sdg,351,0,0.0,"Out-of-school rate for children of primary school age, rural, second quintile, female (household survey data) (%)"
